Unnamed: 0,imdb_id,startYear,originalTitle,runtimeMinutes,one_genre,genres1,genres2,genres3,tags,mood_tags,youtube_id,split
479,tt0090329,1985,Witness,112,Drama,Drama,Romance,Thriller,"mystery, neo noir, murder, realism, dramatic, violence, romantic, suspenseful","mystery, dramatic, violence, romantic, suspenseful",LsnNJQBjeqo,train
481,tt0090555,1986,Crocodile Dundee,97,Action,Action,Adventure,Comedy,"humor, entertaining",humor,JrRfx71_4CQ,train
482,tt0090567,1986,52 Pick-Up,110,Crime,Crime,Drama,Thriller,"neo noir, murder",,ZX9Z-HM458U,train
483,tt0090605,1986,Aliens,137,Horror,Action,Adventure,Sci-Fi -> Horror,"dark, cult, violence, horror, atmospheric, action, tragedy, suspenseful","dark, violence, horror, atmospheric, action, suspenseful",XKSQmYUaIyE,train
484,tt0090660,1986,Armed and Dangerous,88,Crime,Action,Comedy,Crime,murder,,jfTI5jgm__s,train
485,tt0090670,1986,At Close Range,111,Crime,Crime,Drama,,"violence, neo noir, murder",violence,W84Jji0FyDk,train
486,tt0090683,1986,Babes in Toyland,140,Action,Adventure > Action,Family,Fantasy,"good versus evil, violence",violence,q6QxuPf1G1c,train
489,tt0090756,1986,Blue Velvet,120,Crime,Crime,Drama,Mystery,"dark, avant garde, neo noir, murder, mystery, cult, violence, atmospheric, good versus evil, psychedelic, satire","dark, mystery, violence, atmospheric",bWr4JvAWF20,train
490,tt0090837,1986,Chopping Mall,77,Horror,Comedy,Horror,Sci-Fi,"violence, murder",violence,RLMyInUPQ2g,train
493,tt0090856,1986,Club Paradise,96,Comedy,Comedy,,,"comedy, humor","comedy, humor",ASKBjWox5Zk,train
494,tt0090859,1986,Cobra,87,Action,Action,Crime,Thriller,"comedy, mystery, neo noir, murder, violence, cult, humor, action","comedy, mystery, violence, humor, action",8xaVjUN4EgQ,train
496,tt0090888,1986,Crossroads,99,Drama,Drama,Music,Mystery,paranormal,,ntrCbhQw8yg,train
497,tt0091042,1986,Ferris Bueller's Day Off,103,Comedy,Comedy,,,"cult, comedy, entertaining",comedy,tx9micq-Ge0,train
498,tt0091053,1986,Fire with Fire,103,Drama,Drama,Romance,,violence,violence,7Jo97SQRh-I,train
499,tt0091083,1986,From Beyond,85,Horror,Horror,Sci-Fi,,"insanity, cult, alternate reality, sadist",sadist,5kENuvJ2MIA,train
501,tt0091187,1986,Heartbreak Ridge,130,Drama,Drama,War,,"cult, humor, comedy, violence, revenge","humor, comedy, violence",ZOo4ir1MtoI,train
502,tt0091203,1986,Highlander,116,Action,Action,Adventure,Fantasy,"comedy, fantasy, gothic, murder, cult, violence, historical fiction, good versus evil, flashback, romantic, historical","comedy, fantasy, violence, romantic",omOZyLmNMJs,train
503,tt0091217,1986,Hoosiers,114,Drama,Drama,Sport,,inspiring,inspiring,xB1M9iv3LOE,train
504,tt0091225,1986,Howard the Duck,110,Action,Action,Adventure,Comedy,"cult, alternate reality, action, entertaining",action,ll6HwvEiVK4,train
505,tt0091278,1986,Iron Eagle,117,Action,Action,Thriller,War,cult,,vSR6sxi1RTo,train
506,tt0091288,1986,Jean de Florette,120,Drama,Comedy,Drama,,"tragedy, sentimental",sentimental,V44E_YanQsg,train
508,tt0091369,1986,Labyrinth,101,Action,Adventure > Action,Family,Fantasy,"fantasy, cult, good versus evil, psychedelic, humor, sci-fi","fantasy, humor",O2yd4em1I6M,train
509,tt0091374,1986,Lady Jane,136,Drama,Biography,Drama,History,intrigue,,D7X0Wm_Cc5k,train
510,tt0091396,1986,Legal Eagles,116,Romance,Comedy,Crime,Romance,"comedy, murder, romantic","comedy, romantic",RVNFP3IS1lo,train
511,tt0091419,1986,Little Shop of Horrors,94,Comedy,Comedy,Horror,Musical,"comedy, dark, murder, cult, romantic, sadist","comedy, dark, romantic, sadist",rUC1nnZy3E8,train
512,tt0091474,1986,Manhunter,120,Crime,Crime,Mystery,Thriller,"dark, gothic, murder, neo noir, cult, violence, atmospheric, good versus evil, insanity, suspenseful, sadist, home movie","dark, violence, atmospheric, suspenseful, sadist",czVMfUd5dFI,train
513,tt0091499,1986,Maximum Overdrive,98,Action,Action,Comedy,Horror,"cult, violence",violence,r1laGjZR4ek,train
514,tt0091538,1986,Mona Lisa,104,Crime,Crime,Drama,Romance,"romantic, neo noir",romantic,F8CAdm_1gZA,train
515,tt0091613,1986,Native Son,111,Drama,Drama,Romance,,"tragedy, depressing, murder",depressing,2g-JibcrZL4,train
516,tt0091630,1986,Night of the Creeps,88,Horror,Comedy,Horror,Sci-Fi,"comedy, dark, murder, suicidal, horror, cult, violence, flashback, tragedy, revenge, prank","comedy, dark, horror, violence",vFcF99Yskqw,train
517,tt0091653,1986,Nothing in Common,118,Drama,Comedy,Drama,Romance,melodrama,,vhvvJTVhoR8,train
518,tt0091680,1986,One Crazy Summer,93,Comedy,Comedy,Romance,,psychedelic,,8p_iuHXppzs,train
521,tt0091767,1986,Playing for Keeps,102,Comedy,Comedy,,,prank,,rPk5SmWDccU,train
522,tt0091777,1986,Police Academy 3: Back in Training,83,Comedy,Comedy,,,"comedy, prank",comedy,0XwS8Iyd1Ac,train
523,tt0091778,1986,Poltergeist II: The Other Side,91,Horror,Horror,,,"paranormal, cult, haunting, flashback",,EwsHWPCS0m4,train
524,tt0091790,1986,Pretty in Pink,97,Romance,Comedy,Drama,Romance,"cult, comedy, romantic","comedy, romantic",fDFmRETqKTs,train
525,tt0091799,1986,Psycho III,93,Horror,Horror,Mystery,Thriller,"insanity, violence, murder, flashback",violence,tjs89heVYEU,train
526,tt0091828,1986,Raw Deal,106,Action,Action,Crime,Thriller,"violence, revenge, humor, murder, cult","violence, humor",Sr1PSyCxb7g,train
527,tt0091829,1986,Rawhead Rex,89,Horror,Fantasy,Horror,Mystery,violence,violence,AI0nhiSKOCY,train
528,tt0091860,1986,River's Edge,99,Crime,Crime,Drama,,"murder, cult, violence, flashback, melodrama, romantic","violence, romantic",wiKuO-dABjY,train
529,tt0091877,1986,Ruthless People,93,Comedy,Comedy,Crime,,"revenge, comedy, satire, murder",comedy,WXQesfEZ1wo,train
532,tt0091983,1986,Something Wild,114,Comedy,Comedy,Crime,Romance,"cult, comedy, murder, violence","comedy, violence",FaFAupcn4IQ,train
533,tt0091991,1986,Soul Man,104,Comedy,Comedy,Romance,,satire,,z2zMrjBLwn8,train
534,tt0092005,1986,Stand by Me,89,Drama,Adventure,Drama,,"dramatic, cult, flashback, insanity, suspenseful, storytelling","dramatic, suspenseful",FUVnfaA-kpI,train
535,tt0092007,1986,Star Trek IV: The Voyage Home,119,Action,Action,Adventure,Comedy,"cult, comedy, boring","comedy, boring",YRjOBl8eNgg,train
537,tt0092086,1986,Three Amigos!,104,Comedy,Comedy,Western,,"comedy, cult, psychedelic, humor, satire, comic","comedy, humor, comic",_d4QbEknbbM,train
538,tt0092099,1986,Top Gun,110,Drama,Action,Drama,,"fantasy, cult, action, humor, inspiring, romantic","fantasy, action, humor, inspiring, romantic",iCrUqt9Uf3E,train
539,tt0092494,1987,*batteries not included,106,Comedy,Comedy,Family,Fantasy,cute,cute,3HCCFKcEq4c,train
541,tt0092546,1987,Amazon Women on the Moon,85,Comedy,Comedy,Sci-Fi,,"cult, comedy",comedy,TSuhi1o_9Cs,train
542,tt0092563,1987,Angel Heart,113,Horror,Horror,Mystery,Thriller,"dark, mystery, neo noir, murder, paranormal, cult, violence, flashback","dark, mystery, violence",Vp0LXxkx7yA,train
543,tt0092585,1987,Assassination,88,Drama,Action,Drama,Thriller,"violence, cult, humor, comedy, suspenseful","violence, humor, comedy, suspenseful",L9PuJl8GS0k,train
545,tt0092608,1987,Back to the Beach,92,Comedy,Comedy,Musical,,"storytelling, flashback",,QXMmD1uEYGY,train
547,tt0092618,1987,Barfly,100,Drama,Comedy,Drama,Romance,violence,violence,SrpTDaSjfaM,train
549,tt0092675,1988,Bloodsport,92,Action,Action,Biography,Drama,"comedy, murder, cult, violence, flashback, humor, revenge","comedy, violence, humor",PI-3t8cBZ64,train
550,tt0092699,1987,Broadcast News,133,Romance,Comedy,Drama,Romance,"romantic, satire",romantic,ajQuU1eXlPg,train
551,tt0092718,1987,Can't Buy Me Love,94,Romance,Comedy,Drama,Romance,"romantic, cult",romantic,mxlKgoHo4yU,train
553,tt0092796,1987,Creepshow 2,92,Horror,Fantasy,Horror,,"comedy, revenge, cult, murder, violence","comedy, violence",AFn68-bpAHo,train
554,tt0092857,1987,Death Wish 4: The Crackdown,99,Action,Action,Crime,Drama,"cult, revenge, murder, violence",violence,EpBLG3pkpk4,train
555,tt0092890,1987,Dirty Dancing,100,Romance,Drama,Music,Romance,"cult, cute, romantic","cute, romantic",eIcmQNy9FsM,train
556,tt0092906,1986,Dolls,77,Horror,Horror,,,"good versus evil, cult, comedy, psychedelic, violence","comedy, violence",U7oKDtytJnE,train
557,tt0092965,1987,Empire of the Sun,153,Drama,Drama,History,War,"psychedelic, depressing, murder",depressing,#NAME?,train
558,tt0092991,1987,Evil Dead II,84,Horror,Comedy,Horror,,"comedy, avant garde, dark, murder, cult, horror, violence, haunting, atmospheric, good versus evil, psychedelic, humor, tragedy, suspenseful, sadist","comedy, dark, horror, violence, atmospheric, humor, suspenseful, sadist",6lM3NPeEG24,train
560,tt0093011,1987,Fatal Beauty,104,Crime,Action,Comedy,Crime,"violence, murder",violence,HoSCE2kdTak,train
561,tt0093036,1987,Flowers in the Attic,93,Horror,Drama,Mystery,Horror,"claustrophobic, sadist",sadist,kKt8HHbgfiY,train
562,tt0093058,1987,Full Metal Jacket,116,Drama,Drama,War,,"dark, murder, dramatic, violence, anti war, action, brainwashing","dark, dramatic, violence, action",7115nOKRFD8,train
564,tt0093105,1987,"Good Morning, Vietnam",121,Comedy,Biography,Comedy,Drama,"anti war, violence, comedy","violence, comedy",3mJoHqmtFcQ,train
565,tt0093137,1987,Hamburger Hill,110,Action,Action,Drama,Thriller,"insanity, violence, anti war",violence,YOXWLSRs1Pc,train
566,tt0093148,1987,Harry and the Hendersons,110,Comedy,Comedy,Family,Fantasy,comedy,comedy,5DOX1Poxro4,train
567,tt0093164,1986,Heat,101,Action,Action,Crime,Drama,revenge,,aGKRrlaKk0s,train
568,tt0093171,1988,Hell Comes to Frogtown,86,Comedy,Action,Comedy,Sci-Fi,"cult, humor",humor,XKwteCwCSMw,train
569,tt0093177,1987,Hellraiser,94,Horror,Horror,Thriller,,"boring, gothic, murder, stupid, cult, violence, horror, flashback, good versus evil, sadist","boring, violence, horror, sadist",P7TWm3Akw-s,train
570,tt0093200,1987,Hollywood Shuffle,78,Comedy,Comedy,,,satire,,FSiQ0PeMHJM,train
571,tt0093220,1987,House II: The Second Story,88,Horror,Comedy,Fantasy,Horror,"absurd, alternate reality",,5ouvkZzJ-Nc,train
572,tt0093223,1987,House of Games,102,Crime,Crime,Thriller,,"cult, neo noir, plot twist",,A0eFfE8oa98,train
573,tt0093260,1987,Innerspace,120,Action,Action,Adventure,Comedy,murder,,tsI0W23h4tU,train
575,tt0093407,1987,Less Than Zero,98,Crime,Crime,Drama,,"romantic, flashback",romantic,y3_iP1-shW8,train
576,tt0093409,1987,Lethal Weapon,109,Crime,Action,Crime,Thriller,"comedy, neo noir, dramatic, cult, suicidal, violence, humor, action, entertaining","comedy, dramatic, violence, humor, action",yR_3ZVBmX_g,train
577,tt0093476,1987,Maid to Order,93,Comedy,Comedy,Fantasy,,"alternate reality, satire",,OuPWK_antUI,train
578,tt0093489,1987,Man on Fire,92,Action,Action,Drama,Thriller,murder,,p6sl07pG3es,train
580,tt0093507,1987,Masters of the Universe,106,Action,Action,Adventure,Fantasy,"good versus evil, cult, psychedelic, murder, violence",violence,vHPj6bvsXwI,train
581,tt0093509,1987,Matewan,135,Drama,Drama,History,,"historical, murder, atmospheric",atmospheric,VCIoiHf_Lt4,train
582,tt0093565,1987,Moonstruck,102,Romance,Comedy,Drama,Romance,"romantic, humor, entertaining, boring","romantic, humor, boring",cMUjGb9Aw1U,train
583,tt0093605,1987,Near Dark,94,Horror,Horror,,,"comedy, dark, gothic, murder, neo noir, cult, revenge, violence, atmospheric, good versus evil, insanity, romantic, claustrophobic, suspenseful, sadist","comedy, dark, violence, atmospheric, romantic, suspenseful, sadist",FiYSirEHS5E,train
584,tt0093638,1987,No Man's Land,107,Crime,Crime,Drama,Thriller,"revenge, murder",,_c0dj11dn98,train
585,tt0093640,1987,No Way Out,114,Action,Action,Crime,Drama,"mystery, neo noir, murder, violence, intrigue, plot twist, suspenseful","mystery, violence, suspenseful",#NAME?,train
586,tt0093692,1987,Over the Top,93,Action,Action,Drama,Sport,cult,,y4STEEm-84Y,train
588,tt0093748,1987,"Planes, Trains & Automobiles",93,Comedy,Comedy,Drama,,"comedy, adult comedy, flashback",comedy,VWGqGHMO294,train
589,tt0093756,1987,Police Academy 4: Citizens on Patrol,88,Comedy,Comedy,Crime,,"entertaining, violence, prank, comedy, comic","violence, comedy, comic",adlo9hJpemE,train
591,tt0093777,1987,Prince of Darkness,102,Horror,Horror,,,"comedy, murder, paranormal, cult, good versus evil, psychedelic, philosophical, claustrophobic, romantic, suspenseful","comedy, romantic, suspenseful",D5I3Lt8PwyQ,train
592,tt0093818,1987,Radio Days,88,Comedy,Comedy,,,"boring, depressing, murder","boring, depressing",VCb6-Nz0Nkg,train
593,tt0093822,1987,Raising Arizona,94,Comedy,Comedy,Crime,,"comedy, allegory, cult, good versus evil, psychedelic, humor, satire, plot twist","comedy, humor",2AIfVoGUs6c,train
594,tt0093857,1987,Revenge of the Nerds II: Nerds in Paradise,88,Comedy,Comedy,,,cult,,h1XXfRwh66w,train
595,tt0093870,1987,RoboCop,102,Action,Action,Crime,Sci-Fi,"comedy, murder, cult, violence, action, satire, romantic, revenge, sci-fi","comedy, violence, action, romantic",Qo_I3MpnJXI,train
596,tt0093886,1987,Roxanne,107,Comedy,Comedy,Romance,,"romantic, psychedelic, entertaining",romantic,Y3bwHtPZfps,train
599,tt0094008,1987,Someone to Watch Over Me,106,Crime,Crime,Drama,Romance,"neo noir, murder",,ErFGGccIfkc,train
600,tt0094012,1987,Spaceballs,96,Comedy,Adventure,Comedy,Sci-Fi,"comedy, cult, good versus evil, humor, satire, entertaining","comedy, humor",uWVSVgU-I0s,train
601,tt0094027,1988,Stand and Deliver,103,Drama,Biography,Drama,,inspiring,inspiring,PxkN_X4VUV4,train
603,tt0094138,1987,Three O'Clock High,97,Comedy,Comedy,,,"cult, violence",violence,pjLqimENb1A,train
604,tt0094142,1987,Throw Momma from the Train,88,Comedy,Comedy,Crime,Thriller,"comedy, murder",comedy,XHyRyDx75Ck,train
605,tt0094155,1987,Tin Men,112,Comedy,Comedy,Drama,,revenge,,ajetxCpdwbY,train
606,tt0094291,1987,Wall Street,126,Crime,Crime,Drama,,"revenge, cult, comedy, violence","comedy, violence",2KqKHuPa2J8,train
607,tt0094336,1987,Withnail & I,107,Comedy,Comedy,Drama,,"comedy, boring, bleak, cult, psychedelic, autobiographical, romantic","comedy, boring, romantic",HilGbyjzpJc,train
608,tt0094602,1988,Above the Law,99,Crime,Action,Crime,Drama,"comedy, neo noir, murder, cult, revenge, violence, good versus evil, suspenseful, sadist","comedy, violence, suspenseful, sadist",BsbYE-Q474I,train
609,tt0094612,1988,Action Jackson,96,Crime,Action,Comedy,Crime,"murder, cult, violence, humor, action, blaxploitation","violence, humor, action",vTtdtESSpPM,train
610,tt0094625,1988,Akira,124,Action,Action,Animation,Drama,"murder, stupid, paranormal, anti war, cult, violence, atmospheric, flashback, psychedelic, action, romantic, comic, revenge, alternate history, sci-fi","violence, atmospheric, action, romantic, comic",NCmVrn2gnRs,train
611,tt0094673,1988,April Morning,100,Drama,Drama,History,War,violence,violence,n28bh8lHb_E,train
613,tt0094737,1988,Big,104,Comedy,Comedy,Drama,Fantasy,"comedy, romantic","comedy, romantic",pO1SROeo_JM,train
614,tt0094792,1988,Braddock: Missing in Action III,103,Action,Action,War,,"cult, murder",,up0RYauFILk,train
615,tt0094799,1988,"Bright Lights, Big City",107,Drama,Drama,,,flashback,,zmeTsRQ6STE,train
617,tt0094862,1988,Child's Play,87,Horror,Horror,Thriller,,"dark, mystery, gothic, murder, stupid, cult, horror, revenge","dark, mystery, horror",sjiyV8mtXiU,train
618,tt0094894,1988,Colors,120,Crime,Action,Crime,Drama,"violence, murder",violence,TEauBVUJKhA,train
619,tt0094898,1988,Coming to America,117,Comedy,Comedy,Romance,,"cult, fantasy, satire, comedy","fantasy, comedy",vPE4OCeKt2k,train
621,tt0094947,1988,Dangerous Liaisons,119,Drama,Drama,Romance,,"tragedy, revenge, cruelty, romantic",romantic,dO3U2dBwuWA,train
622,tt0094964,1988,Dead Ringers,116,Horror,Drama,Horror,Thriller,"neo noir, murder, cult, psychedelic, tragedy, sadist",sadist,#NAME?,train
623,tt0095016,1988,Die Hard,132,Action,Action,Thriller,,"comedy, mystery, murder, cult, revenge, violence, humor, action, claustrophobic, suspenseful","comedy, mystery, violence, humor, action, suspenseful",7JrE099n90k,train
624,tt0095174,1988,Frantic,120,Crime,Crime,Drama,Mystery,"suspenseful, neo noir, murder, violence","suspenseful, violence",lZ397XS9r1c,train
625,tt0095179,1988,Friday the 13th Part VII: The New Blood,88,Horror,Horror,Thriller,,"comedy, murder, paranormal, violence, cult, flashback, sadist","comedy, violence, sadist",tFueYFS9rB4,train
628,tt0095271,1988,Halloween 4: The Return of Michael Myers,88,Horror,Horror,Thriller,,"good versus evil, cult, horror, murder, violence","horror, violence",1SpDZ1eErzM,train
629,tt0095294,1988,Hellbound: Hellraiser II,97,Horror,Horror,Thriller,,"gothic, murder, cult, violence, horror, good versus evil, insanity","violence, horror",fDTMZXO3oGU,train
631,tt0095484,1988,Lady in White,113,Horror,Fantasy,Horror,Mystery,"murder, cult, horror, violence, psychedelic, revenge, sadist","horror, violence, sadist",YOfjoo151-M,train
632,tt0095583,1988,Maniac Cop,85,Action,Action,Crime,Horror,"neo noir, grindhouse film, murder, cult, violence, revenge",violence,hAkb0cNsf0I,train
633,tt0095631,1988,Midnight Run,126,Action,Action,Comedy,Crime,"comedy, neo noir, entertaining",comedy,IlTrGwowJdc,train
635,tt0095652,1988,Monkey Shines,113,Drama,Drama,Horror,Sci-Fi,"revenge, murder",,rpG4R3Sjf4Y,train
636,tt0095655,1988,Moonwalker,93,Action,Action,Crime,Fantasy,"neo noir, cult, psychedelic",,OUsZj9bEjtU,train
637,tt0095687,1988,My Stepmother Is an Alien,105,Comedy,Comedy,Sci-Fi,,"comedy, adult comedy",comedy,qfX8yIgpgaI,train
638,tt0095863,1988,Phantasm II,97,Horror,Action,Fantasy,Horror,"good versus evil, cult",,3LHizNyn8Tc,train
639,tt0095882,1988,Police Academy 5: Assignment: Miami Beach,90,Comedy,Comedy,Crime,,"comedy, prank",comedy,FKEspwO4vHA,train
640,tt0095889,1988,Poltergeist III,98,Horror,Horror,Thriller,,"paranormal, haunting, good versus evil, insanity, psychedelic, revenge",,dM9aTMgYvY8,train
641,tt0095925,1988,Pumpkinhead,86,Horror,Fantasy,Horror,,"revenge, cult, murder, flashback",,BWwRR0dC0cc,train
642,tt0095953,1988,Rain Man,133,Drama,Drama,,,"entertaining, dramatic, cute, psychological, comedy","dramatic, cute, comedy",KLO4Jna3py4,train
643,tt0095956,1988,Rambo III,102,Action,Action,Adventure,Thriller,"revenge, cult, action, murder, violence","action, violence",IQt9bDOGTgg,train
644,tt0095963,1988,Red Heat,104,Action,Action,Comedy,Crime,"revenge, cult, action, comedy, violence","action, comedy, violence",WmH3IMrnhjE,train
645,tt0096061,1988,Scrooged,101,Drama,Comedy,Drama,Fantasy,"cult, comedy, satire, entertaining, romantic","comedy, romantic",6Z0LHBH7Gnc,train
646,tt0096142,1988,Sorority Babes in the Slimeball Bowl-O-Rama,80,Horror,Comedy,Horror,,"cult, murder",,#NAME?,train
647,tt0096244,1988,Tequila Sunrise,115,Crime,Crime,Drama,Romance,"romantic, neo noir",romantic,lHIC22yqrZE,train
648,tt0096256,1988,They Live,94,Horror,Action,Horror,Sci-Fi,"murder, allegory, cult, violence, clever, good versus evil, psychedelic, humor, satire, action, brainwashing, suspenseful, sci-fi","violence, humor, action, suspenseful",iJC4R1uXDaE,train
649,tt0096320,1988,Twins,107,Comedy,Comedy,Crime,,"comedy, entertaining",comedy,eRdcL2qKt6k,train
650,tt0096378,1988,Vibes,99,Romance,Adventure,Comedy,Romance,"paranormal, cult, murder",,rKSpTTL1Bvc,train
651,tt0096446,1988,Willow,126,Action,Action,Adventure,Drama,"fantasy, cult, good versus evil, psychedelic, romantic, revenge, sadist","fantasy, romantic, sadist",D-P03NGSP6Y,train
652,tt0096463,1988,Working Girl,113,Drama,Comedy,Drama,Romance,"romantic, comedy","romantic, comedy",JPC-o-uOAjc,train
654,tt0096487,1988,Young Guns,107,Action,Action,Western,,"comedy, murder, violence, cult, humor, revenge, historical, entertaining","comedy, violence, humor",k5E4DB0s-Bg,train
656,tt0096787,1989,All Dogs Go to Heaven,84,Action,Adventure > Action,Animation,Comedy,"good versus evil, revenge, cult, murder",,UUQ-jmJcWN8,train
657,tt0096866,1989,The BFG,91,Drama,Adventure,Animation,Drama,"good versus evil, psychedelic",,Xk9dF5-EalM,train
658,tt0096874,1989,Back to the Future Part II,108,Comedy,Adventure,Comedy,Sci-Fi,"entertaining, comedy, mystery, fantasy, cult, alternate reality, humor, alternate history","comedy, mystery, fantasy, humor",rRrSp6Pqlz4,train
659,tt0096895,1989,Batman,126,Action,Action,Adventure,,"comedy, dark, gothic, murder, suspenseful, realism, bleak, mystery, cult, violence, atmospheric, flashback, good versus evil, insanity, action, satire, tragedy, revenge","comedy, dark, suspenseful, mystery, violence, atmospheric, action",VRqa47-jv0M,train
660,tt0096928,1989,Bill & Ted's Excellent Adventure,90,Comedy,Adventure,Comedy,Music,"comedy, cult, historical fiction, alternate history, historical, entertaining",comedy,sFy17auuK08,train
661,tt0096933,1989,Black Rain,125,Crime,Action,Crime,Thriller,"boring, neo noir, murder, violence, cult, romantic, suspenseful","boring, violence, romantic, suspenseful",EAXIYtUspEc,train
662,tt0096969,1989,Born on the Fourth of July,145,Drama,Biography,Drama,War,"dramatic, boring","dramatic, boring",VHv7Topd1aM,train
664,tt0097044,1989,Chances Are,108,Romance,Comedy,Fantasy,Romance,"romantic, fantasy, flashback","romantic, fantasy",0N-8LPlQQsc,train
665,tt0097116,1989,Cousins,113,Comedy,Comedy,Romance,,"revenge, romantic",romantic,XV2__mru5g0,train
666,tt0097123,1989,Crimes and Misdemeanors,104,Drama,Comedy,Drama,,"realism, murder, flashback, satire, philosophical, romantic",romantic,JBzlQ7bUtKk,train
667,tt0097138,1989,Cyborg,86,Action,Action,Sci-Fi,Thriller,"cult, action, murder, violence, flashback","action, violence",NsyjFihG5k8,train
668,tt0097162,1989,Dead Calm,96,Horror,Horror,Thriller,,"mystery, murder, cult, violence, atmospheric, flashback, insanity, suspenseful, home movie","mystery, violence, atmospheric, suspenseful",SkqZd3h3f2U,train
669,tt0097165,1989,Dead Poets Society,128,Drama,Comedy,Drama,,"dramatic, sentimental, inspiring, philosophical, melodrama","dramatic, sentimental, inspiring",wojC0a8RRV0,train
670,tt0097216,1989,Do the Right Thing,120,Drama,Comedy,Drama,,"atmospheric, comedy, murder, violence","atmospheric, comedy, violence",muc7xqdHudI,train
671,tt0097236,1989,Dream a Little Dream,114,Drama,Comedy,Drama,Romance,psychedelic,,CBzIXPVt1bY,train
672,tt0097239,1989,Driving Miss Daisy,99,Drama,Comedy,Drama,Romance,"dramatic, boring","dramatic, boring",D77sWa_kTg4,train
673,tt0097240,1989,Drugstore Cowboy,101,Crime,Crime,Drama,,"romantic, cult, philosophical, violence, flashback","romantic, violence",5_Rs8c08hM8,train
675,tt0097351,1989,Field of Dreams,107,Drama,Drama,Family,Fantasy,"dramatic, fantasy, inspiring","dramatic, fantasy, inspiring",sHTsQ9qePrQ,train
676,tt0097366,1989,Fletch Lives,95,Comedy,Comedy,Crime,Mystery,"humor, satire, murder",humor,UVd-OMNqGHA,train
677,tt0097388,1989,Friday the 13th Part VIII: Jason Takes Manhattan,100,Horror,Adventure,Horror,Thriller,"murder, violence, horror, cult, revenge, entertaining","violence, horror",w5fc43O3ynE,train
678,tt0097428,1989,Ghostbusters II,108,Comedy,Action,Comedy,Fantasy,"comedy, fantasy, paranormal, allegory, cult, humor, action","comedy, fantasy, humor, action",UnzH75FlwvU,train
679,tt0097438,1989,Gleaming the Cube,105,Action,Action,Drama,Mystery,"tragedy, cult, revenge, murder",,yviIgIDxlwc,train
680,tt0097441,1989,Glory,122,Drama,Biography,Drama,History,"inspiring, violence, historical","inspiring, violence",MOZLYxfYCTU,train
681,tt0097481,1989,Harlem Nights,116,Comedy,Comedy,Crime,Drama,"violence, cult, humor, comedy, murder","violence, humor, comedy",En27DgNW0nY,train
682,tt0097493,1988,Heathers,103,Comedy,Comedy,Crime,,"comedy, dark, murder, bleak, cult, psychedelic, satire","comedy, dark",7EsMeYlzwCU,train
684,tt0097523,1989,"Honey, I Shrunk the Kids",93,Comedy,Adventure,Comedy,Family,"cult, comedy, psychedelic, entertaining, fantasy","comedy, fantasy",L9nCNJ3cZSk,train
685,tt0097550,1990,I Bought a Vampire Motorcycle,101,Comedy,Comedy,Crime,Fantasy,violence,violence,fbvqz-nv7Zw,train
688,tt0097637,1989,K-9,101,Action,Action,Comedy,Crime,"violence, comedy","violence, comedy",hCRZBon82Qw,train
690,tt0097728,1989,Leningrad Cowboys Go America,79,Comedy,Comedy,Music,,"cult, humor, psychedelic, satire",humor,tcovyF8j50g,train
691,tt0097731,1989,Let It Ride,90,Action,Action,Comedy,,boring,boring,NSV9X415QBw,train
692,tt0097733,1989,Lethal Weapon 2,114,Crime,Action,Crime,Thriller,"comedy, neo noir, murder, cult, violence, humor, action, revenge, home movie","comedy, violence, humor, action",Z6X5tj2dPf0,train
693,tt0097737,1989,Leviathan,98,Horror,Adventure,Horror,Mystery,"cult, suspenseful, violence, prank","suspenseful, violence",1b224w7psrQ,train
694,tt0097742,1989,Licence to Kill,133,Action,Action,Adventure,Thriller,"mystery, murder, cult, revenge, violence, tragedy, suspenseful, sadist","mystery, violence, suspenseful, sadist",quHQAuO0lkg,train
696,tt0097815,1989,Major League,107,Comedy,Comedy,Sport,,"comedy, humor, psychedelic, entertaining","comedy, humor",K_ILz9bC-VU,train
697,tt0097858,1989,Meet the Feebles,97,Comedy,Comedy,Music,Musical,"comedy, dark, boring, cult, violence, flashback, insanity, psychedelic, satire, revenge","comedy, dark, boring, violence",afzrKqO8kDA,train
698,tt0097889,1988,Miracle Mile,87,Action,Action,Drama,Romance,"cult, comedy, violence","comedy, violence",idDq38kAvq4,train
699,tt0097940,1989,Mystery Train,110,Drama,Comedy,Crime,Drama,"murder, cult, atmospheric, psychedelic, humor, storytelling","atmospheric, humor",nb0yBDSqTfs,train
700,tt0097967,1989,Next of Kin,108,Action,Action,Crime,Thriller,"revenge, murder, violence",violence,hHWC5Kvl3-c,train
701,tt0098042,1989,Out Cold,92,Comedy,Comedy,Drama,Thriller,"comedy, murder",comedy,WVlpZP7Q2f0,train
702,tt0098067,1989,Parenthood,124,Comedy,Comedy,Drama,,comedy,comedy,RgrbuRNc-AQ,train
703,tt0098084,1989,Pet Sematary,103,Horror,Fantasy,Horror,Thriller,"psychological, gothic, murder, cult, violence, horror, flashback, suspenseful","violence, horror, suspenseful",l0sR6JjjQVk,train
704,tt0098105,1989,Police Academy 6: City Under Siege,84,Comedy,Comedy,Crime,,"comedy, prank",comedy,f52e7LNT474,train
705,tt0098206,1989,Road House,114,Action,Action,Thriller,,"suspenseful, murder, violence, cult, good versus evil, humor, romantic, revenge","suspenseful, violence, humor, romantic",9TEgO4wjINE,train
